call_id,rep_id,hcp_id,product_id,call_date,call_type,duration_min,samples_given
C010094,R038,H0040,P001,2026-04-10,F2F,26,5
C010095,R038,H0376,P005,2026-02-06,F2F,20,1
C010096,R038,H0261,P005,2025-12-23,F2F,10,1
C010097,R038,H0229,P005,2026-02-15,F2F,33,4
C010098,R038,H0457,P005,2025-09-30,F2F,12,5
C010099,R038,H0453,P004,2026-03-07,F2F,13,7
C010100,R038,H0137,P004,2025-07-31,Virtual,24,2
C010101,R038,H0041,P001,2025-09-23,F2F,7,7
C010102,R038,H0179,P005,2026-04-24,F2F,13,1
C010103,R038,H0257,P005,2025-06-27,F2F,13,8
C010104,R038,H0279,P005,2026-02-11,F2F,34,2
C010105,R038,H0169,P001,2025-09-21,F2F,15,7
C010106,R038,H0314,P002,2025-12-21,Virtual,32,7
C010107,R038,H0048,P002,2025-08-06,Virtual,23,6
C010108,R038,H0376,P001,2025-10-18,F2F,34,8
C010109,R038,H0084,P003,2025-07-10,Virtual,7,2
C010110,R038,H0424,P003,2025-11-11,F2F,24,4
C010111,R038,H0066,P002,2026-02-23,F2F,27,4
C010112,R038,H0468,P001,2026-01-17,F2F,13,3
C010113,R038,H0078,P002,2026-04-07,F2F,8,3
C010114,R038,H0468,P002,2026-02-08,Virtual,32,8
C010115,R038,H0169,P005,2025-12-06,Virtual,27,2
C010116,R038,H0261,P003,2025-11-12,F2F,17,7
C010117,R038,H0066,P005,2026-01-16,F2F,22,0
C010118,R038,H0434,P001,2025-11-12,Virtual,8,7
C010119,R038,H0447,P001,2026-03-04,Virtual,11,3
C010120,R038,H0257,P004,2025-09-04,F2F,9,4
C010121,R038,H0061,P005,2025-12-11,F2F,30,0
C010122,R038,H0257,P005,2026-04-18,F2F,24,8
C010123,R038,H0468,P005,2026-04-08,F2F,10,4
C010124,R038,H0253,P002,2026-02-15,F2F,11,2
C010125,R038,H0155,P001,2025-06-06,F2F,35,8
C010126,R038,H0472,P002,2025-09-25,F2F,35,6
C010127,R038,H0257,P001,2025-12-09,Virtual,21,2
C010128,R038,H0163,P003,2025-07-26,F2F,18,8
C010129,R038,H0468,P004,2025-11-10,F2F,11,1
C010130,R038,H0040,P005,2025-12-14,F2F,18,7
C010131,R038,H0052,P004,2025-11-16,Virtual,30,0
C010132,R038,H0257,P003,2025-09-13,F2F,33,6
C010133,R038,H0269,P004,2025-12-30,F2F,32,2
C010134,R038,H0390,P005,2026-02-13,Virtual,22,1
C010135,R038,H0179,P002,2025-12-17,F2F,20,6
C010136,R038,H0472,P004,2025-06-29,F2F,17,5
C010137,R038,H0025,P002,2025-07-27,F2F,12,4
C010138,R038,H0229,P004,2025-09-18,F2F,28,1
C010139,R038,H0269,P004,2026-01-08,F2F,18,2
C010140,R038,H0182,P004,2026-01-22,Virtual,16,7
C010141,R038,H0230,P003,2025-09-10,F2F,5,6
C010142,R038,H0472,P001,2026-02-14,F2F,31,7
C010143,R038,H0376,P005,2026-04-22,F2F,18,6
C010144,R038,H0137,P003,2025-10-31,F2F,5,1
C010145,R038,H0136,P005,2025-09-14,Virtual,34,8
C010146,R038,H0457,P004,2026-01-25,F2F,13,0
C010147,R038,H0279,P005,2025-09-12,F2F,12,2
C010148,R038,H0390,P003,2026-01-06,F2F,23,6
C010149,R038,H0061,P002,2025-08-14,F2F,28,4
C010150,R038,H0229,P001,2026-03-06,Virtual,9,7
C010151,R038,H0468,P005,2025-07-15,F2F,32,4
C010152,R038,H0182,P003,2026-01-26,F2F,26,5
C010153,R038,H0457,P005,2025-11-18,Virtual,6,7
C010154,R038,H0155,P005,2025-06-07,F2F,5,0
C010155,R038,H0182,P002,2026-02-03,F2F,19,5
C010156,R038,H0230,P002,2026-01-15,F2F,21,1
C010157,R038,H0477,P004,2025-05-04,F2F,9,8
C010158,R038,H0147,P001,2026-03-05,F2F,16,7
C010159,R038,H0331,P005,2025-06-29,F2F,8,6
C010160,R038,H0163,P002,2025-08-17,F2F,21,8
C010161,R038,H0253,P001,2025-05-10,Virtual,35,6
C010162,R038,H0271,P004,2025-11-02,F2F,16,6
C010163,R038,H0155,P002,2025-09-09,F2F,11,4
C010164,R038,H0078,P003,2025-12-20,F2F,19,8
C010165,R038,H0457,P004,2025-07-31,F2F,31,8
C010166,R038,H0078,P003,2025-07-07,Virtual,15,1
C010167,R038,H0048,P003,2025-06-12,F2F,19,2
C010168,R038,H0314,P005,2025-05-03,F2F,7,2
C010169,R038,H0137,P005,2026-04-04,F2F,25,3
C010170,R038,H0087,P005,2026-01-08,F2F,35,1
C010171,R038,H0257,P005,2025-09-18,F2F,33,7
C010172,R038,H0253,P004,2025-07-15,Virtual,34,8
C010173,R038,H0156,P005,2025-10-14,F2F,5,0
C010174,R038,H0078,P003,2025-11-04,F2F,24,3
C010175,R038,H0136,P003,2025-05-22,Virtual,18,5
C010176,R038,H0257,P003,2025-12-02,Virtual,18,4
C010177,R038,H0048,P005,2025-10-10,F2F,27,8
C010178,R038,H0155,P002,2026-04-22,F2F,11,8
C010179,R038,H0390,P003,2026-01-14,Virtual,24,3
C010180,R038,H0314,P004,2026-02-11,F2F,32,4
C010181,R038,H0257,P004,2025-07-12,F2F,28,7
C010182,R038,H0066,P002,2025-05-26,F2F,33,4
C010183,R038,H0447,P002,2026-03-29,Virtual,21,0
C010184,R038,H0011,P001,2026-02-12,F2F,9,5
C010185,R038,H0156,P003,2025-09-11,F2F,23,7
C010186,R038,H0269,P001,2026-01-18,F2F,18,5
C010187,R038,H0366,P001,2025-10-31,Virtual,21,4
C010188,R038,H0447,P001,2025-09-29,Virtual,25,4
C010189,R038,H0156,P005,2025-05-21,Virtual,24,4
C010190,R038,H0087,P005,2025-09-04,F2F,25,8
C010191,R038,H0229,P003,2025-10-27,F2F,27,5
C010192,R038,H0087,P003,2025-09-25,Virtual,10,0
C010193,R038,H0447,P003,2025-08-23,F2F,10,1
C010194,R038,H0253,P003,2025-10-27,F2F,16,6
C010195,R038,H0166,P001,2026-04-19,Virtual,32,2
C010196,R038,H0078,P005,2025-07-21,F2F,32,5
C010197,R038,H0136,P002,2025-06-23,Virtual,35,1
C010198,R038,H0472,P005,2025-10-10,F2F,8,6
C010199,R038,H0472,P005,2026-03-19,Virtual,6,2
C010200,R038,H0025,P002,2025-09-15,F2F,9,3
C010201,R038,H0472,P002,2025-09-21,F2F,9,7
C010202,R038,H0156,P003,2025-05-11,Virtual,10,7
C010203,R038,H0390,P002,2026-02-17,F2F,11,7
C010204,R038,H0424,P001,2026-02-21,F2F,13,1
C010205,R038,H0405,P005,2026-02-25,F2F,17,8
C010206,R038,H0066,P003,2025-06-24,Virtual,23,1
C010207,R038,H0040,P003,2026-03-12,F2F,8,1
C010208,R038,H0405,P004,2026-04-17,Virtual,11,4
C010209,R038,H0447,P005,2025-05-04,F2F,8,3
C010210,R038,H0179,P002,2026-04-27,Virtual,28,8
C010211,R038,H0431,P004,2025-10-08,F2F,6,6
C010212,R038,H0070,P003,2025-05-17,F2F,5,7
C010213,R038,H0025,P003,2025-05-13,F2F,9,1
C010214,R038,H0136,P002,2026-01-12,F2F,18,4
C010215,R038,H0070,P004,2026-02-17,F2F,12,6
C010216,R038,H0052,P001,2025-06-20,F2F,22,6
C010217,R038,H0314,P002,2026-03-06,F2F,23,1
C010218,R038,H0025,P004,2025-05-27,F2F,13,2
C010219,R038,H0457,P002,2025-09-03,F2F,35,7
C010220,R038,H0070,P002,2025-08-26,F2F,34,2
C010221,R038,H0052,P003,2025-09-24,F2F,24,2
C010222,R038,H0136,P004,2025-11-15,Virtual,32,0
C010223,R038,H0405,P001,2025-11-16,F2F,6,8
C010224,R038,H0424,P002,2026-01-16,F2F,23,5
C010225,R038,H0376,P004,2025-09-16,F2F,24,6
C010226,R038,H0155,P004,2026-01-27,F2F,24,8
C010227,R038,H0271,P005,2025-10-25,F2F,23,6
C010228,R038,H0155,P001,2026-02-16,F2F,21,6
C010229,R038,H0366,P005,2026-04-05,F2F,23,1
C010230,R038,H0447,P003,2025-11-06,F2F,15,7
C010231,R038,H0230,P003,2025-05-24,F2F,24,2
C010232,R038,H0424,P001,2025-09-27,F2F,28,3
C010233,R038,H0166,P001,2025-07-29,F2F,6,8
C010234,R038,H0376,P003,2025-07-30,F2F,34,2
C010235,R038,H0472,P005,2026-04-21,F2F,11,6
C010236,R038,H0155,P002,2025-05-07,F2F,22,1
C010237,R038,H0084,P002,2025-11-29,F2F,33,1
C010238,R038,H0182,P003,2026-04-04,Virtual,24,3
C010239,R038,H0279,P001,2025-12-24,Virtual,34,3
C010240,R038,H0040,P004,2026-04-03,F2F,21,3
C010241,R038,H0155,P003,2026-03-31,F2F,23,5
C010242,R038,H0136,P002,2025-05-28,Virtual,5,6
C010243,R038,H0253,P001,2025-06-24,Virtual,14,8
C010244,R038,H0066,P001,2025-07-28,F2F,18,3
C010245,R038,H0156,P002,2025-08-30,Virtual,21,0
C010246,R038,H0447,P001,2026-03-19,F2F,26,3
C010247,R038,H0454,P005,2025-08-29,F2F,31,1
C010248,R038,H0314,P002,2025-08-16,F2F,30,1
C010249,R038,H0166,P001,2025-08-05,F2F,32,0
C010250,R038,H0163,P002,2025-05-03,F2F,16,0
C010251,R038,H0454,P003,2025-11-04,F2F,5,4
C010252,R038,H0011,P005,2026-03-05,Virtual,35,3
C010253,R038,H0253,P001,2025-06-28,F2F,28,6
C010254,R038,H0117,P003,2025-06-28,F2F,30,2
C010255,R038,H0235,P004,2025-11-25,F2F,21,8
C010256,R038,H0155,P005,2025-12-17,F2F,11,8
C010257,R038,H0052,P004,2025-07-23,F2F,15,7
C010258,R038,H0169,P001,2025-08-02,Virtual,30,0
C010259,R038,H0271,P003,2025-09-21,F2F,26,8
C010260,R038,H0424,P005,2025-09-15,F2F,9,4
C010261,R038,H0453,P004,2025-11-03,F2F,8,0
C010262,R038,H0040,P005,2026-03-19,Virtual,18,4
C010263,R038,H0390,P003,2025-06-07,F2F,24,5
C010264,R038,H0269,P002,2026-03-09,F2F,25,7
C010265,R038,H0424,P002,2025-12-14,F2F,18,6
C010266,R038,H0390,P004,2025-07-06,F2F,11,2
C010267,R038,H0052,P002,2026-01-31,F2F,30,7
C010268,R038,H0424,P001,2025-10-20,F2F,21,5
C010269,R038,H0271,P002,2025-12-20,F2F,34,6
C010270,R038,H0434,P004,2026-04-12,F2F,17,1
C010271,R039,H0383,P002,2025-06-01,Virtual,17,8
C010272,R039,H0125,P005,2026-02-09,F2F,11,0
C010273,R039,H0107,P002,2025-06-02,Virtual,13,8
C010274,R039,H0445,P004,2025-07-06,F2F,13,3
C010275,R039,H0075,P004,2025-08-25,F2F,5,1
C010276,R039,H0082,P001,2026-04-11,F2F,19,4
C010277,R039,H0385,P004,2025-07-31,F2F,18,3
C010278,R039,H0157,P005,2026-02-08,Virtual,29,5
C010279,R039,H0332,P002,2026-03-09,F2F,9,4
C010280,R039,H0082,P004,2026-02-23,F2F,13,3
C010281,R039,H0050,P004,2025-05-31,F2F,25,0
C010282,R039,H0050,P001,2025-11-18,F2F,30,6
C010283,R039,H0082,P003,2025-05-12,Virtual,29,5
C010284,R039,H0436,P002,2025-11-24,F2F,5,5
C010285,R039,H0037,P001,2025-06-07,F2F,18,8
C010286,R039,H0037,P001,2026-03-20,F2F,6,8
C010287,R039,H0332,P004,2025-12-16,F2F,8,0
C010288,R039,H0075,P003,2026-04-11,Virtual,35,4
C010289,R039,H0100,P001,2025-12-16,Virtual,28,0
C010290,R039,H0002,P002,2025-11-11,F2F,19,8
C010291,R039,H0254,P004,2025-06-02,Virtual,27,4
C010292,R039,H0037,P005,2025-08-26,Virtual,17,5
C010293,R039,H0393,P003,2025-12-11,F2F,10,3
C010294,R039,H0321,P005,2025-11-11,F2F,27,5
C010295,R039,H0401,P001,2026-03-07,Virtual,11,4
C010296,R039,H0142,P005,2025-10-14,Virtual,10,7
C010297,R039,H0436,P002,2026-03-12,F2F,18,8
C010298,R039,H0037,P002,2026-03-30,Virtual,34,3
C010299,R039,H0075,P002,2026-01-13,F2F,16,1
C010300,R039,H0500,P002,2025-08-22,F2F,35,3
C010301,R039,H0436,P004,2025-11-01,F2F,16,7
C010302,R039,H0107,P004,2025-06-01,F2F,8,1
C010303,R039,H0135,P004,2025-05-21,F2F,33,7
C010304,R039,H0278,P001,2026-01-11,F2F,15,6
C010305,R039,H0002,P005,2025-07-25,Virtual,6,0
C010306,R039,H0107,P003,2025-07-15,F2F,29,4
C010307,R039,H0208,P002,2026-02-08,Virtual,27,7
C010308,R039,H0001,P003,2025-05-30,F2F,27,0
C010309,R039,H0135,P005,2026-04-06,Virtual,10,5
C010310,R039,H0445,P005,2025-06-11,Virtual,27,8
C010311,R039,H0278,P004,2025-09-05,Virtual,24,3
C010312,R039,H0445,P001,2025-07-13,Virtual,18,4
C010313,R039,H0001,P002,2025-05-06,F2F,29,1
C010314,R039,H0082,P001,2026-03-12,F2F,14,4
C010315,R039,H0383,P001,2026-01-20,F2F,26,5
C010316,R039,H0135,P005,2025-07-10,F2F,35,4
C010317,R039,H0100,P002,2026-03-20,F2F,20,7
C010318,R039,H0500,P001,2025-07-13,F2F,15,7
C010319,R039,H0393,P004,2025-09-21,F2F,9,4
C010320,R039,H0107,P003,2025-11-19,F2F,34,6
C010321,R039,H0332,P005,2025-12-15,Virtual,27,8
C010322,R039,H0346,P005,2026-02-10,Virtual,26,1
C010323,R039,H0082,P005,2025-08-23,Virtual,22,6
C010324,R039,H0321,P002,2026-01-05,F2F,35,6
C010325,R039,H0157,P005,2025-07-24,Virtual,15,4
C010326,R039,H0436,P001,2025-11-23,Virtual,29,2
C010327,R039,H0254,P004,2025-08-09,F2F,10,4
C010328,R039,H0208,P002,2025-11-22,F2F,16,6
C010329,R039,H0107,P001,2026-01-15,F2F,22,1
C010330,R039,H0135,P001,2025-11-11,F2F,6,3
C010331,R039,H0353,P005,2025-09-22,F2F,22,5
C010332,R039,H0002,P001,2026-03-24,Virtual,22,1
C010333,R039,H0027,P001,2025-10-14,F2F,6,5
C010334,R039,H0346,P005,2025-12-16,F2F,33,6
C010335,R039,H0075,P003,2025-09-13,F2F,34,5
C010336,R039,H0332,P003,2026-03-28,F2F,32,0
C010337,R039,H0278,P002,2026-03-27,F2F,20,0
C010338,R039,H0346,P001,2025-12-26,F2F,9,4
C010339,R039,H0383,P002,2026-03-30,F2F,10,7
C010340,R039,H0107,P001,2026-02-03,F2F,8,3
C010341,R039,H0208,P002,2025-07-29,F2F,16,4
C010342,R039,H0001,P002,2025-11-06,F2F,19,4
C010343,R039,H0142,P005,2026-01-21,Virtual,25,4
C010344,R039,H0100,P001,2025-05-20,F2F,13,8
C010345,R039,H0383,P005,2025-08-06,F2F,5,8
C010346,R039,H0332,P005,2025-08-14,Virtual,7,5
C010347,R039,H0135,P002,2026-03-19,F2F,12,3
C010348,R039,H0277,P003,2026-01-14,F2F,16,3
C010349,R039,H0277,P001,2025-12-10,F2F,25,1
C010350,R039,H0016,P005,2025-07-17,Virtual,6,2
C010351,R039,H0001,P003,2026-02-18,F2F,11,2
C010352,R039,H0050,P004,2026-01-08,Virtual,33,5
C010353,R039,H0157,P003,2025-11-26,Virtual,15,5
C010354,R039,H0135,P004,2025-10-10,Virtual,27,2
C010355,R039,H0345,P004,2025-06-26,F2F,20,6
C010356,R039,H0345,P002,2026-02-05,F2F,13,1
C010357,R039,H0002,P004,2025-09-26,F2F,18,8
C010358,R039,H0077,P004,2025-11-21,Virtual,8,4
C010359,R039,H0277,P005,2025-06-15,F2F,8,7
C010360,R039,H0125,P002,2025-12-22,F2F,6,5
C010361,R039,H0332,P003,2026-03-15,F2F,16,3
C010362,R039,H0277,P002,2025-10-04,F2F,5,1
C010363,R039,H0321,P004,2026-02-27,F2F,27,3
C010364,R039,H0208,P004,2025-12-05,F2F,6,7
C010365,R039,H0016,P003,2026-01-04,Virtual,11,3
C010366,R039,H0393,P005,2025-11-09,F2F,26,5
C010367,R039,H0353,P002,2026-02-12,Virtual,27,8
C010368,R039,H0254,P001,2026-02-15,F2F,34,5
C010369,R039,H0002,P001,2025-05-25,Virtual,33,5
C010370,R039,H0385,P004,2026-02-26,F2F,27,6
C010371,R039,H0107,P004,2025-12-25,F2F,15,4
C010372,R039,H0107,P004,2025-09-12,F2F,5,3
C010373,R039,H0385,P005,2026-03-03,F2F,15,4
C010374,R039,H0332,P005,2026-03-03,F2F,5,2
C010375,R039,H0254,P003,2025-06-16,F2F,27,8
C010376,R039,H0346,P003,2025-11-18,Virtual,6,8
C010377,R039,H0353,P002,2025-05-19,F2F,12,8
C010378,R039,H0050,P004,2025-12-18,F2F,33,1
C010379,R039,H0208,P003,2026-03-30,F2F,5,1
C010380,R039,H0393,P001,2025-06-07,Virtual,21,0
C010381,R039,H0077,P003,2025-12-18,F2F,17,2
C010382,R039,H0142,P005,2025-11-14,Virtual,34,8
C010383,R039,H0277,P004,2026-01-09,F2F,16,4
C010384,R039,H0037,P002,2025-06-27,Virtual,23,8
C010385,R039,H0332,P005,2025-06-11,F2F,27,6
C010386,R039,H0332,P002,2025-10-19,F2F,12,1
C010387,R039,H0445,P001,2026-04-10,F2F,26,3
C010388,R039,H0157,P001,2025-07-08,Virtual,16,2
C010389,R039,H0077,P001,2026-02-08,F2F,10,7
C010390,R039,H0135,P002,2025-05-04,F2F,35,1
C010391,R039,H0445,P005,2025-09-15,F2F,29,1
C010392,R039,H0415,P001,2025-11-20,F2F,22,2
C010393,R039,H0210,P002,2025-10-10,F2F,9,3
C010394,R039,H0001,P005,2025-09-21,F2F,24,8
C010395,R039,H0075,P002,2025-05-02,F2F,8,5
C010396,R039,H0135,P005,2025-12-25,Virtual,22,1
C010397,R039,H0500,P002,2025-11-04,F2F,16,6
C010398,R039,H0001,P005,2025-07-08,F2F,13,6
C010399,R039,H0332,P005,2026-04-13,Virtual,35,4
C010400,R039,H0332,P002,2025-07-18,F2F,22,4
C010401,R039,H0125,P002,2025-12-31,F2F,20,7
C010402,R039,H0385,P001,2025-09-18,F2F,8,4
C010403,R039,H0346,P004,2025-12-24,F2F,15,3
C010404,R039,H0401,P005,2025-05-05,F2F,24,8
C010405,R039,H0278,P004,2026-03-01,Virtual,29,5
C010406,R039,H0142,P002,2026-04-25,F2F,23,6
C010407,R039,H0002,P003,2025-11-26,F2F,13,2
C010408,R039,H0500,P001,2026-03-28,F2F,7,5
C010409,R039,H0001,P002,2025-12-12,F2F,35,5
C010410,R039,H0027,P002,2025-07-18,Virtual,31,5
C010411,R039,H0001,P005,2026-03-10,F2F,33,1
C010412,R039,H0001,P001,2026-03-11,F2F,12,2
C010413,R039,H0445,P001,2025-08-05,F2F,21,6
C010414,R039,H0436,P002,2025-12-18,F2F,8,3
C010415,R039,H0436,P001,2025-11-17,F2F,21,0
C010416,R039,H0001,P002,2025-06-20,F2F,14,5
C010417,R039,H0277,P005,2026-01-08,F2F,15,8
C010418,R039,H0346,P002,2025-09-26,F2F,6,1
C010419,R039,H0077,P003,2026-03-11,F2F,21,7
C010420,R039,H0321,P002,2025-09-29,F2F,29,1
C010421,R039,H0346,P001,2026-02-20,F2F,29,8
C010422,R039,H0393,P003,2025-10-07,F2F,29,1
C010423,R039,H0383,P005,2025-11-13,F2F,12,2
C010424,R039,H0075,P005,2025-09-23,Virtual,13,3
C010425,R039,H0142,P003,2025-07-30,F2F,5,7
C010426,R039,H0500,P003,2025-06-20,Virtual,25,0
C010427,R039,H0002,P002,2025-07-22,F2F,9,2
C010428,R039,H0385,P004,2025-08-11,Virtual,27,0
C010429,R039,H0415,P001,2025-05-31,F2F,5,4
C010430,R039,H0002,P004,2025-12-08,F2F,28,4
C010431,R039,H0393,P001,2026-03-04,F2F,19,7
C010432,R039,H0107,P001,2025-07-24,F2F,24,3
C010433,R039,H0445,P004,2025-12-17,F2F,13,1
C010434,R039,H0075,P001,2025-06-09,F2F,7,4
C010435,R039,H0393,P005,2025-11-18,F2F,15,6
C010436,R039,H0415,P002,2026-03-07,F2F,28,3
C010437,R039,H0077,P004,2025-08-10,F2F,28,6
C010438,R039,H0135,P003,2025-05-01,Virtual,21,8
C010439,R039,H0500,P002,2025-11-21,F2F,21,8
C010440,R039,H0208,P001,2025-08-13,F2F,13,2
C010441,R039,H0278,P003,2026-04-05,Virtual,34,5
C010442,R039,H0208,P004,2025-09-11,F2F,25,4
C010443,R039,H0353,P002,2025-12-21,Virtual,29,1
C010444,R039,H0383,P004,2025-08-17,Virtual,27,5
C010445,R039,H0401,P002,2025-08-19,F2F,34,3
C010446,R039,H0077,P005,2025-10-18,F2F,35,5
C010447,R039,H0254,P004,2025-12-11,F2F,16,1
C010448,R039,H0353,P001,2026-02-19,F2F,24,0
C010449,R039,H0346,P005,2025-09-17,F2F,21,1
C010450,R039,H0050,P002,2025-07-26,F2F,7,1
C010451,R039,H0500,P004,2026-01-14,Virtual,13,7
C010452,R039,H0027,P003,2025-06-24,F2F,28,0
C010453,R039,H0393,P002,2025-05-04,F2F,23,7
C010454,R039,H0210,P005,2025-06-28,Virtual,31,4
C010455,R039,H0135,P005,2025-07-05,Virtual,25,2
C010456,R039,H0346,P003,2026-03-21,F2F,31,5
C010457,R039,H0383,P004,2025-10-14,F2F,30,8
C010458,R039,H0277,P005,2026-03-19,Virtual,16,1
C010459,R039,H0332,P001,2025-10-24,F2F,15,8
C010460,R039,H0385,P004,2025-11-17,F2F,18,8
C010461,R039,H0415,P004,2025-10-05,F2F,32,6
C010462,R039,H0393,P003,2026-01-21,F2F,7,2
C010463,R039,H0100,P005,2025-09-12,F2F,13,8
C010464,R039,H0254,P001,2025-10-07,F2F,25,7
C010465,R039,H0332,P002,2026-04-28,Virtual,7,4
C010466,R039,H0278,P002,2025-12-31,F2F,22,1
C010467,R039,H0500,P005,2025-11-26,F2F,5,5
C010468,R039,H0500,P001,2026-01-12,F2F,20,8
C010469,R039,H0208,P002,2025-12-05,Virtual,34,7
C010470,R039,H0037,P005,2025-08-12,F2F,26,4
C010471,R039,H0016,P002,2026-03-19,F2F,20,1
C010472,R039,H0385,P001,2025-06-26,F2F,10,0
C010473,R039,H0345,P001,2026-02-04,F2F,26,3
C010474,R039,H0077,P002,2025-10-24,Virtual,9,4
C010475,R039,H0321,P001,2025-08-22,Virtual,18,7
C010476,R039,H0077,P002,2025-10-17,Virtual,32,0
C010477,R039,H0385,P005,2026-03-31,Virtual,7,1
C010478,R039,H0082,P005,2025-05-08,Virtual,18,0
C010479,R039,H0135,P001,2025-05-05,Virtual,20,8
C010480,R039,H0500,P005,2026-04-29,F2F,27,5
C010481,R039,H0353,P005,2025-05-23,Virtual,8,3
C010482,R039,H0385,P005,2025-09-01,F2F,21,6
C010483,R039,H0353,P005,2026-01-15,F2F,5,3
C010484,R039,H0027,P004,2025-05-25,F2F,17,3
C010485,R039,H0278,P005,2025-05-25,F2F,26,2
C010486,R039,H0345,P003,2026-02-25,Virtual,34,6
C010487,R039,H0002,P001,2025-08-08,Virtual,8,2
C010488,R039,H0383,P001,2025-07-04,F2F,13,0
C010489,R039,H0037,P001,2026-02-20,Virtual,32,4
C010490,R039,H0415,P004,2026-01-09,F2F,26,1
C010491,R039,H0037,P004,2025-07-03,Virtual,22,4
C010492,R039,H0393,P004,2025-11-04,Virtual,19,7
C010493,R039,H0332,P005,2025-12-14,F2F,23,5
C010494,R039,H0208,P001,2026-02-21,Virtual,24,8
C010495,R039,H0353,P004,2026-02-12,Virtual,21,1
C010496,R039,H0500,P003,2025-12-05,Virtual,13,5
C010497,R039,H0459,P001,2025-08-26,F2F,27,6
C010498,R039,H0393,P005,2025-05-11,F2F,10,2
C010499,R039,H0459,P005,2025-09-22,F2F,30,6
C010500,R039,H0332,P002,2025-10-15,F2F,32,5
C010501,R039,H0002,P003,2025-09-08,F2F,23,6
C010502,R039,H0277,P002,2026-03-08,F2F,28,1
C010503,R039,H0254,P001,2026-04-19,Virtual,8,7
C010504,R039,H0383,P001,2025-09-17,F2F,6,8
C010505,R039,H0208,P002,2026-01-23,F2F,6,1
C010506,R039,H0415,P003,2025-12-10,F2F,28,6
C010507,R039,H0332,P001,2026-03-19,F2F,26,4
C010508,R039,H0277,P002,2025-12-04,F2F,34,2
C010509,R039,H0208,P004,2025-12-13,Virtual,9,8
C010510,R039,H0107,P001,2026-03-08,F2F,16,3
C010511,R039,H0332,P001,2025-12-01,F2F,5,3
C010512,R039,H0075,P001,2026-04-29,F2F,32,3
C010513,R039,H0278,P004,2025-05-06,Virtual,6,8
C010514,R039,H0383,P004,2026-03-22,F2F,29,8
C010515,R039,H0107,P003,2026-04-04,F2F,15,4
C010516,R039,H0100,P004,2026-04-06,F2F,25,0
C010517,R039,H0345,P001,2025-11-19,F2F,35,0
C010518,R039,H0082,P001,2026-03-15,F2F,31,8
C010519,R039,H0436,P004,2026-03-28,F2F,14,1
C010520,R039,H0401,P004,2025-12-18,F2F,14,5
C010521,R039,H0016,P002,2025-10-09,F2F,13,2
C010522,R039,H0277,P003,2025-10-14,F2F,8,2
C010523,R039,H0001,P005,2026-02-12,Virtual,22,7
C010524,R039,H0050,P001,2026-04-14,F2F,18,4
C010525,R039,H0135,P004,2025-12-03,F2F,11,8
C010526,R039,H0125,P002,2025-12-31,F2F,25,3
C010527,R039,H0107,P002,2025-12-01,F2F,8,7
C010528,R039,H0135,P003,2025-06-07,F2F,14,3
C010529,R039,H0125,P005,2025-05-01,F2F,6,7
C010530,R039,H0385,P004,2025-05-23,Virtual,25,0
C010531,R039,H0277,P005,2025-08-25,F2F,12,8
C010532,R039,H0125,P001,2026-02-22,F2F,32,8
C010533,R039,H0277,P001,2025-09-09,F2F,31,0
C010534,R039,H0353,P002,2026-04-06,Virtual,35,1
C010535,R039,H0075,P004,2025-09-10,F2F,34,1
C010536,R039,H0001,P005,2025-05-27,Virtual,9,5
C010537,R039,H0383,P001,2025-08-23,Virtual,32,4
C010538,R039,H0050,P004,2025-11-06,F2F,7,8
C010539,R039,H0142,P004,2025-08-25,F2F,28,5
C010540,R039,H0107,P001,2025-12-18,F2F,11,4
C010541,R039,H0277,P005,2025-06-05,F2F,14,0
C010542,R039,H0277,P005,2025-07-24,Virtual,7,3
C010543,R039,H0208,P001,2025-12-09,Virtual,22,8
C010544,R039,H0002,P001,2026-01-31,Virtual,16,7
C010545,R039,H0500,P001,2025-10-01,F2F,21,1
C010546,R039,H0332,P005,2025-07-21,F2F,9,3
C010547,R039,H0385,P001,2025-07-12,F2F,7,3
C010548,R039,H0459,P002,2025-05-22,F2F,24,0
C010549,R039,H0135,P002,2026-03-06,F2F,27,8
C010550,R039,H0157,P002,2026-02-03,F2F,28,7
C010551,R039,H0459,P001,2025-06-16,F2F,6,7
C010552,R039,H0500,P003,2025-09-01,F2F,35,8
C010553,R039,H0277,P001,2026-03-01,F2F,21,8
C010554,R039,H0107,P003,2026-01-17,F2F,11,4
C010555,R039,H0345,P005,2026-03-04,F2F,24,3
C010556,R039,H0142,P005,2026-04-11,F2F,9,7
C010557,R039,H0001,P004,2026-01-27,F2F,6,8
C010558,R039,H0385,P004,2025-11-25,F2F,30,2
C010559,R039,H0383,P004,2025-05-22,F2F,32,3
C010560,R039,H0277,P001,2026-04-11,Virtual,23,5
C010561,R039,H0037,P002,2025-11-05,Virtual,14,1
C010562,R039,H0500,P002,2025-07-23,F2F,21,3
C010563,R039,H0027,P001,2025-06-04,F2F,33,3
C010564,R039,H0135,P002,2025-06-30,F2F,29,5
C010565,R039,H0436,P002,2026-01-24,Virtual,26,8
C010566,R039,H0210,P004,2025-12-30,Virtual,5,1
C010567,R039,H0353,P003,2025-06-18,F2F,31,4
C010568,R039,H0027,P002,2025-10-17,F2F,20,8
C010569,R039,H0107,P002,2025-08-04,F2F,31,1
C010570,R039,H0445,P004,2025-05-31,F2F,18,6
